Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
5025ef31-ec57-e6ce-8bf2-99af5664fbda,1967-12-19,,999-36-9322,S99993931,X24744614X,Mr.,Kirk871,Zack583,Kunde533,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,723 Wehner Divide,Malden,Massachusetts,Middlesex County,25017,02148,42.47168970107175,-71.15322802957292,270849.24,731186.68,103294
24fc727d-450e-4be7-4b2a-ea9da631b376,1981-03-11,,999-38-7721,S99973710,X89444622X,Mr.,Kent912,,Schultz619,,,D,white,nonhispanic,M,Athol  Massachusetts  US,515 Haley Rapid,Newton,Massachusetts,Middlesex County,25017,02459,42.285386333836584,-71.21753383668512,84057.17,13177.52,231003
40d3a667-db44-fdc4-2782-db9fb0fa3a81,2015-06-13,,999-43-2316,,,,Diamond340,,Kling921,,,,white,nonhispanic,F,Haverhill  Massachusetts  US,1011 Murazik Esplanade,Norwood,Massachusetts,Norfolk County,25021,02062,42.20484229849247,-71.15249376444723,31495.12,6427.55,919793
e601e358-a147-cfae-2464-543b2dd7d63c,2010-10-24,,999-93-8229,,,,Asley870,Cassaundra447,Raynor401,,,,white,nonhispanic,F,Fall River  Massachusetts  US,1005 Block Light Suite 94,Fall River,Massachusetts,Bristol County,25005,02721,41.69913631877722,-71.08569140168987,79149.69,0.00,54534
0350fdd6-a889-0075-ddf7-bdfdf9bb9397,1968-02-16,,999-23-5357,S99999721,X67827559X,Mrs.,Chantel847,Dreama246,Smith67,,Nienow652,M,white,nonhispanic,F,Dracut  Massachusetts  US,858 Gerhold Route,Hopedale,Massachusetts,Worcester County,25027,01747,42.1637711232924,-71.50491771430511,335821.21,565842.68,135440
0cde89d0-f25a-f8da-3c0f-7db3a003d1bb,2018-01-23,,999-92-1449,,,,Tony646,,Dach178,,,,black,nonhispanic,M,Shrewsbury  Massachusetts  US,1000 West Alley,Boston,Massachusetts,Suffolk County,25025,02136,42.32821646037465,-71.02960050972094,13399.64,0.00,161823
7ae685b1-5106-f6d9-8d72-d3f491d84aa2,1957-11-07,,999-87-3594,S99949154,X26226895X,Mrs.,Alva958,,Konopelski743,,O'Keefe54,M,white,nonhispanic,F,Holden  Massachusetts  US,938 Hayes Well Unit 2,Southwick,Massachusetts,Hampden County,,00000,42.00580582116625,-72.73886996516293,1214917.29,409631.51,44729
7137d1ba-1fc0-45f4-0ed5-e4446f4109d2,2007-12-15,,999-16-6794,S99976769,,Mr.,Marcus77,Quinton758,Wolff180,,,,white,nonhispanic,M,Billerica  Massachusetts  US,343 Wisoky Brook Apt 34,Billerica,Massachusetts,Middlesex County,,00000,42.516250052020894,-71.26995361144488,65918.39,34081.32,145026
9a3db830-3fde-14fa-032b-6004d95322c5,1959-01-24,,999-22-2580,S99961113,X31863326X,Mr.,Jere230,Reggie481,Gulgowski816,,,S,white,nonhispanic,M,Somerset  Massachusetts  US,992 Hoppe Divide Unit 30,Easton,Massachusetts,Bristol County,,00000,42.01215256390441,-71.08227772157332,102157.45,195056.97,209285
36bb9e83-d099-6631-103a-895d2a0ffacb,1983-10-16,,999-22-9511,S99999726,X21393401X,Mr.,Elisha578,Denny560,Carter549,,,S,white,nonhispanic,M,Worcester  Massachusetts  US,232 Kassulke Wynd Suite 55,Medford,Massachusetts,Middlesex County,25017,02155,42.37723718948557,-71.13918972428395,101304.72,14212.29,43894
14baf9b9-a9b0-5b4a-f291-16113b4ba4da,1965-10-21,,999-25-4409,S99979958,X58463776X,Mrs.,Kathrine376,Many655,Streich926,,Ankunding277,M,white,nonhispanic,F,Hanover  Massachusetts  US,985 Kub Skyway Apt 6,New Bedford,Massachusetts,Bristol County,25005,02746,41.5826432328238,-70.93665277596189,23601.25,921926.58,12508
5f6af3ee-266a-eed1-ab8a-af539cb20bc3,2007-09-30,,999-38-1339,S99998203,,Ms.,Evette961,,Powlowski563,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,956 Stanton Stravenue,Dedham,Massachusetts,Norfolk County,25021,02026,42.2637282341861,-71.20114081666073,54470.89,19667.86,188449
4f84ed2a-7d11-bdb8-d0bc-312ffe7a7696,1998-09-27,,999-38-6899,S99950305,X23795360X,Ms.,Cherly215,Brian582,Spinka232,,,,white,nonhispanic,F,Boston  Massachusetts  US,752 Lemke Underpass,Falmouth,Massachusetts,Barnstable County,25001,02540,41.53679800542233,-70.62682199692188,76695.43,272492.55,110844
043d76d5-5759-8818-b770-98b58ec310f4,1968-04-13,,999-33-9933,S99925207,X50259014X,Ms.,Dominque770,Winter723,Gutmann970,,,S,white,nonhispanic,F,Boston  Massachusetts  US,413 Hoeger Mews,Burlington,Massachusetts,Middlesex County,25017,01730,42.514081966177415,-71.281819356086,973433.54,100282.04,109096
a2fb2a7b-dfd3-3ccb-b498-539208e5cd12,1943-11-13,,999-65-9057,S99931288,X53597287X,Mr.,Sammie902,Lindsay928,Yundt842,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,552 Windler Loaf,Westminster,Massachusetts,Worcester County,,00000,42.602244918023494,-71.94179815367693,213250.11,77467.86,75303
5863e569-7062-5c3f-22b7-d76100639c87,1998-10-22,,999-23-8260,S99954978,X5074888X,Mr.,Gerardo48,,Morales679,,,,white,hispanic,M,Panama City  Panama  PA,527 Torp Green,Taunton,Massachusetts,Bristol County,25005,02718,41.863626569531135,-71.08237926634368,72866.05,5167.12,181763
a15b35c2-86bb-0156-065e-566150825b7e,1975-09-04,,999-92-6356,S99949041,X70481272X,Mr.,Marlon619,Santiago500,Schultz619,,,M,white,nonhispanic,M,Boston  Massachusetts  US,860 Lehner Path Unit 59,North Adams,Massachusetts,Berkshire County,25003,01247,42.660669058540044,-73.09022245966216,85436.73,127369.22,24393
1e55e2f2-9d2c-fe35-46da-8dce722828ae,1924-06-13,1991-09-30,999-56-7699,S99931502,X10705417X,Ms.,Suellen60,Keli839,Ward668,,,S,white,nonhispanic,F,Needham  Massachusetts  US,535 Rolfson Club,Brewster,Massachusetts,Barnstable County,25001,02631,41.74421268338283,-70.05532385203342,1058430.12,269932.54,77688
036c5bfd-e7bd-83f8-4f08-07a1e9b77598,1959-02-12,2023-10-04,999-78-2035,S99937245,X76310561X,Mr.,Garret233,Hugo693,Jakubowski832,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,712 Bernhard Dale Suite 48,Salem,Massachusetts,Essex County,25009,01907,42.46071433221374,-70.89180452130091,241104.19,126731.84,71678
b9d6a3a6-85a2-998e-e313-5d141fbd6d79,1979-06-09,,999-12-5035,S99993166,X52116862X,Mr.,Nathanael908,Len277,Wuckert783,,,M,white,nonhispanic,M,Canton  Massachusetts  US,861 Dicki Estate,Kingston,Massachusetts,Plymouth County,25023,02364,41.99808049594171,-70.7298996229066,356903.58,333726.35,82309
1ce07d4d-bbbd-fb4e-9563-7b91b66eddbd,1987-02-20,,999-25-2012,S99939734,X25478263X,Mr.,Lucas404,Salvador46,Waelchi213,,,M,white,nonhispanic,M,Boston  Massachusetts  US,119 Reinger Viaduct Unit 38,Haverhill,Massachusetts,Essex County,25009,01832,42.756683335793966,-71.14256926358274,68208.96,8165.84,84952
3425cf29-b3c7-7652-839e-0c410b7d2a34,1959-02-12,,999-64-2913,S99951315,X72153326X,Mr.,Carmine137,Marcel580,Casper496,,,D,white,nonhispanic,M,Littleton  Massachusetts  US,351 Fadel Gate Apt 78,Salem,Massachusetts,Essex County,25009,01907,42.53981920096578,-70.85931845193711,607318.69,382008.14,71678
539be273-c2b2-b2b4-f392-c0dbe0e5a459,1924-06-13,2005-12-27,999-93-2423,S99939813,X85737348X,Mrs.,Merna69,Bunny174,Kuphal363,,Kunze215,D,white,nonhispanic,F,Boston  Massachusetts  US,687 Lubowitz Arcade Unit 17,Brewster,Massachusetts,Barnstable County,25001,02631,41.699272814802875,-70.03949015605585,1107159.25,574181.80,77688
3dd28e0f-f36d-cae8-58f4-9bdb9dc608e0,1968-07-08,,999-18-7850,S99996321,X47718660X,Mr.,Chang901,Alvaro283,Block661,,,M,asian,nonhispanic,M,Hopkinton  Massachusetts  US,1017 Kunde Center,Needham,Massachusetts,Norfolk County,25021,02494,42.26653810503264,-71.19536586769634,129840.81,39840.64,140796
4165007d-348d-2e67-c03f-d550b3a1cb52,1992-02-28,,999-31-9091,S99980441,X59960472X,Mr.,Marco578,Jared66,Lueilwitz711,,,M,white,nonhispanic,M,Boston  Massachusetts  US,199 Cronin Path,Arlington,Massachusetts,Middlesex County,25017,02474,42.41740274597659,-71.17914392776798,64742.98,31020.30,34496
2ad249ad-4097-459b-bfba-a79e95ac0295,2019-02-23,,999-67-3425,,,,Blair400,Luciano237,Harber290,,,,white,nonhispanic,M,Warren  Massachusetts  US,692 Reynolds Fort,Belmont,Massachusetts,Middlesex County,25017,02138,42.38517519908534,-71.19424114103273,1188.48,19743.40,23122
54553d15-98f0-5cd7-d80f-2098505dd5c9,1926-01-03,,999-14-8756,S99958316,X12208232X,Mr.,David908,Patricio639,Caraballo427,,,S,asian,hispanic,M,Bogota  Bogota  CO,211 Halvorson Frontage road,Shirley,Massachusetts,Middlesex County,25017,01464,42.563213745632005,-71.6836173836409,510970.46,1654420.22,38750
47d81ba8-6791-44d6-9c4f-0aecc3cea00e,1957-07-20,,999-34-2356,S99989578,X2286337X,Mr.,Alvin56,Lindsey52,Hoppe518,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,473 Haag Gate Suite 43,Boston,Massachusetts,Suffolk County,25025,02135,42.361716810716004,-71.05493298835788,14596.57,336016.87,10096
f2b67a10-4d7e-f630-7e0a-3af1040b627b,1924-06-13,2010-07-29,999-81-5148,S99937350,X10039219X,Mrs.,Mary779,Leeanne840,Goodwin327,,Conroy74,M,white,nonhispanic,F,Quincy  Massachusetts  US,746 Shields Village Apt 45,Brewster,Massachusetts,Barnstable County,25001,02631,41.758634580499056,-70.09883736214398,845690.79,894685.02,77688
513ce6b7-4b81-b9fa-3451-bfb8b240f284,1924-06-13,2009-09-02,999-12-8927,S99948021,X57754108X,Mrs.,Carissa540,Colleen54,Schmeler639,,Ferry570,D,white,nonhispanic,F,Needham  Massachusetts  US,757 Rempel Well Suite 86,Brewster,Massachusetts,Barnstable County,25001,02631,41.751086496886,-70.06768068472134,506527.78,292635.00,77688
bafc7a87-d62c-78d2-1697-e9f65f103984,1924-06-13,1929-02-26,999-71-9883,,,,Anastacia583,Idella49,Roob72,,,,white,nonhispanic,F,Westfield  Massachusetts  US,453 Botsford Light,Brewster,Massachusetts,Barnstable County,25001,02631,41.71526682180254,-70.10691116711037,247873.63,159749.34,77688
76fd9e75-e886-c24a-b596-eb2e4a64a21b,1924-06-13,,999-45-1082,S99949336,X5348467X,Mrs.,Pearly845,Margherita470,Nikolaus26,,Morissette863,M,white,nonhispanic,F,Plymouth  Massachusetts  US,155 McDermott Camp,Brewster,Massachusetts,Barnstable County,25001,02631,41.77366008375365,-70.09667077955278,1222527.40,477745.51,77688
